"Sheet","Row ID","ID","Wave","Assigned To","Website Page/URL","Section","Content Gap","Priority","Content Needed","Specific Details Required","Existing on Site?","Existing Internally?","Source/Person to Contact","File/URL Available","Asset Type","Public Permission/Clearance","Recommended Website Use","Status","Notes","Project Name","Kind","Year Started","Year Ended/Ongoing","Location","Theme","Short Description","Key Numbers","Partners","Funder","Available Photos","Available Report","Available Video","Available Media Coverage","Website Status","Missing Information","Source","Organisation","Type of Partner","Project/Campaign","Year(s)","Nature of Association","Logo Available","Permission to Display","Existing Website Mention","Missing Content","Should this be publicly featured?","Institution Name","City","State","Programme/Project","Year","Number of Students/Participants","Key Activity","Photos Available","Permission Available","Website Use Recommendation","Metric","Current Number on Website","Correct/Verified Number?","Year/Period","Source of Data","Supporting Document","Needs Updating?","Website Page(s) Using It","Asset Needed","Related Project/Page","Description","Approximate Year","Preferred Orientation","Minimum Quality Needed","Source/Photographer","File Available?","Rights/Credit Confirmed?","Alt text (REQUIRED - build refuses a frame without it)","Credit line (REQUIRED - e.g. 'Swechha archive')","Genuine photograph? (confirm - 25 synthetic frames were withdrawn on 22 Aug)","Link to file (Drive/Dropbox) or filename once supplied","Title","Type","Date","Author/Speaker","Publication/Platform","Topic","URL/File","Relevant Swechha Page","Permission/Copyright Status","Recommended Use","File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"03 · Partners","03-027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legacy audit §1.5","MoEFCC (Ministry of Environment, Forest and Climate Change)","Government","Circular Economy / Marine Litter & EPR","TO COLLECT","Named in the old project page","NO","TO COLLECT","NOT on any built page","Everything — this is the only government collaboration in the archive","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legacy audit §1.5","Ford Foundation","Funder","Sakhi (2021 film)","2021","Supported the film per the old site","NO","TO COLLECT","NOT on any built page","Everything","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legacy audit §1.5","VSO / DFID","Programme partner","Influence / CYON — International Citizen Service exchange","2012","65 leaders, India and UK","NO","TO COLLECT","Named in passing on 4 built pages","The exchange itself has no page","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/about-people.json","UNV (United Nations Volunteers)","Institutional","International Year of Volunteers 2001, India","2001","Swechha's founder headed the Volunteer Promotion Unit, New Delhi","NO","TO COLLECT","In one team biography only","Whether this is an organisational or a personal association","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/*.json","EMpower","Funder / partner","ME to WE; She Leads Change","TBC","Funds both Jagdamba programmes","NO","TO COLLECT","Named on 5 built pages","Years, grant scope, and how the two programmes differ","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/yamuna-yatra.json; legacy audit §1.5","British Council","Partner","Yamuna Yatra; Women & Non-Traditional Livelihoods (YWSEDP)","TBC","Named as a Yatra partner; YWSEDP for the livelihoods work","NO","TO COLLECT","Named on 2 built pages","The YWSEDP relationship entirely","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","home.html","Green the Map","Related enterprise (NOT a Swechha programme)","Upcycled goods","TBC","Explicitly labelled on the homepage as a separate organisation with its own accounts","Own site","TO COLLECT","Named on 4 built pages","Whether the Sustainable Shopping campaign is connected to it — a reader will assume it is","Already featured, with the distinction stated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/events/*.json holes","The Yamunotsav / Shramdaan host bodies","TO COLLECT","Yamunotsav; Yamuna Shramdaan","2006-2014; TBC","Nine editions of a river festival must have had civic or municipal counterparties","NO","TO COLLECT","NOT on any built page","Everything","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/gram-anubhav.json hole","100+ grassroots host organisations","Community partner","Gram Anubhav","TO COLLECT","Host the journeys in their own villages","NO","REQUIRED — five names, with permission","Counted (100+) on /work/journeys/gram-anubhav, none named","Five names to start with","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03 · Partners","03-036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/influence.json hole","50 colleges + 75 partner organisations","Institutional","Influence — volunteering","since 2010","Volunteering placements","NO","REQUIRED — five names each, with permission","Counted on /work/projects/influence, none named","Five names in each category","TO COLLECT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/yamuna-yatra.json","","","","","","","","","","","Vasant Valley School","New Delhi","Delhi","Yamuna Yatra","TO COLLECT","TO COLLECT","Named as a Yatra school","NO","TO COLLECT","Already named on /work/journeys/yamuna-yatra — confirm permission and add years/numbers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/yamuna-yatra.json; data/work/journeys/naturescapes.json; home.html","","","","","","","","","","","The Shriram School","New Delhi","Delhi","Yamuna Yatra; NatureScapes","TO COLLECT","TO COLLECT","Named as a Yatra school and a NatureScapes school. The site's own copy says one school made the Yatra part of its Grade XI year — confirm whether this is that school.","NO","TO COLLECT","Confirm the Grade XI claim and name the school, with permission — it is the strongest school-partnership fact on the site","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/yamuna-yatra.json","","","","","","","","","","","Pathways World School","Gurugram (TBC)","Haryana (TBC)","Yamuna Yatra","TO COLLECT","TO COLLECT","Named as a Yatra school","NO","TO COLLECT","Confirm city/state and permission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/journeys/naturescapes.json","","","","","","","","","","","Modern School","New Delhi","Delhi","NatureScapes","TO COLLECT","TO COLLECT","Named as a NatureScapes school","NO","TO COLLECT","Confirm which Modern School campus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/bridge-the-gap.json","","","","","","","","","","","[Bridge the Gap partner schools — 250+ claimed over 15 years, 100-150 per year]","Delhi / NCR","Delhi / Haryana / UP","Bridge the Gap","2010-2026","50,000+ students over 15 years (aggregate)","Five to sixteen curriculum sessions on land, water and air, plus exposure trips and action projects","Some, unlabelled","SCHOOL PERMISSION REQUIRED","Collect the 20-30 longest-running partner schools, not all 250. A named list of 20 with permission is worth more than a claim of 250.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","home.html; data/work/projects/eco-action.json","","","","","","","","","","","[Eco Action schools — 100+ 'green infrastructures across 100+ schools' claimed on the homepage]","Delhi / NCR","Delhi","Eco Action","TO COLLECT","100+ (homepage figure, NOT in /impact's register — see master sheet N-01)","Butterfly parks, herb gardens, airshed parks","NONE of any garden","SCHOOL PERMISSION REQUIRED","Name the Vasant Kunj park first — it carries the 5%-to-90% decade figure and is the site's best unillustrated claim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/farm-school.json","","","","","","","","","","","[Farm School visiting schools — 30 groups a year]","Various","Various","Farm School","annual, current","30 school groups a year","Day visits, overnight camps, short courses","Some farm frames, not visit-labelled","SCHOOL PERMISSION REQUIRED","Two named schools with a visit account each would populate /farm and /work/projects/farm-school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/food-systems.json","","","","","","","","","","","[Food systems with UNEP — Delhi NCR government schools]","Delhi / NCR","Delhi","Food systems, with UNEP","TO COLLECT","TO COLLECT","Curriculum and action projects on food and sustainability","NONE","SCHOOL PERMISSION REQUIRED","The site cannot currently say whether this has started — see master sheet W-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/influence.json","","","","","","","","","","","[Influence — 50 colleges]","Various","Various","Influence — volunteering","since 2010","50 colleges (aggregate)","Volunteering placements","NONE","INSTITUTION PERMISSION REQUIRED","Five college names with permission would turn a count into a list of collaborators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legacy audit §1.5","","","","","","","","","","","[Teacher Training — 700+ educators]","Delhi / NCR","Delhi","Teacher Training","TO COLLECT","700+ educators (old site, unverified)","Teacher training","NONE","TO BE VERIFIED","The programme has no page at all — see master sheet M-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 · Schools","04-011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","data/work/projects/me-to-we.json; she-leads-change.json","","","","","","","","","","","[Jagdamba Camp / settlement]","New Delhi","Delhi","ME to WE; She Leads Change; This Girl Can","2007-2026 (ME to WE); 2017- (She Leads Change)","3,000+ girls and boys; 50+ adolescent girls","Year-long journeys on agency and decision-making; peer leadership; Kitaab Ghar library (Pagdandi era)","NONE of the programme","COMMUNITY CONSENT REQUIRED — minors","The site's three girl-focused items may be one programme under three names — settle that before collecting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridge the Gap — Children and young people reached","3M+","Published with basis stated: modelled","cumulative, since 2000","owner 2026-08-22","NONE ATTACHED — no source document is linked on the site","YES — modelled, not counted","/work/projects/bridge-the-gap + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridge the Gap — Schools in Delhi","100–150","Published with basis stated: counted","every year","SOURCE-FACTS §215","NONE ATTACHED — no source document is linked on the site","No","/work/projects/bridge-the-gap + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridge the Gap — Students through the curriculum","50,000+","Published with basis stated: counted","over fifteen years","SOURCE-FACTS §58","NONE ATTACHED — no source document is linked on the site","No","/work/projects/bridge-the-gap + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridge the Gap — Schools in Delhi NCR","250+","Published with basis stated: counted","over fifteen years","SOURCE-FACTS §58","NONE ATTACHED — no source document is linked on the site","No","/work/projects/bridge-the-gap + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bridge the Gap — Schools on year-long curricula","200+","Published with basis stated: counted","in 2019–20","SOURCE-FACTS §60","NONE ATTACHED — no source document is linked on the site","No","/work/projects/bridge-the-gap + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — Butterfly parks across Delhi NCR","70+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §73","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/projects/eco-action + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — Herb gardens across Delhi NCR","20+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §74","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/projects/eco-action + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — Green cover in one Vasant Kunj park","5% → 90%","Published with basis stated: counted","over a decade","SOURCE-FACTS §76","NONE ATTACHED — no source document is linked on the site","No","/work/projects/eco-action + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Farm School — School groups a year","30","Published with basis stated: counted","annual, current","owner 2026-08-22","NONE ATTACHED — no source document is linked on the site","No","/work/projects/farm-school + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Farm School — Dead leaves composted into soil on site","5,000 kg","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §70","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/projects/farm-school + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Farm School — Honey from the apiary","500 kg","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §71","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/projects/farm-school + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Fellowships","10","Published with basis stated: counted","each year","owner 2026-08-21","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Volunteers, annually","10,000","Published with basis stated: counted","since 2010","SOURCE-FACTS §84","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Colleges","50","Published with basis stated: counted","since 2010","SOURCE-FACTS §85","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Placements","200","Published with basis stated: counted","since 2010","SOURCE-FACTS §85","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Partner organisations","75","Published with basis stated: counted","since 2010","SOURCE-FACTS §85","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Influence — Youth groups in the CYON network","300+","Published with basis stated: counted","since 2010","SOURCE-FACTS §86","NONE ATTACHED — no source document is linked on the site","No","/work/projects/influence + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ME to WE — Girls and boys through the programme","3,000+","Published with basis stated: counted","over thirteen years","SOURCE-FACTS §82","NONE ATTACHED — no source document is linked on the site","No","/work/projects/me-to-we + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ME to WE — Alumni who came back as peer leaders","200+","Published with basis stated: counted","over thirteen years","SOURCE-FACTS §82","NONE ATTACHED — no source document is linked on the site","No","/work/projects/me-to-we + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ME to WE — Young people through job-exposure camps","400+","Published with basis stated: counted","since 2019","SOURCE-FACTS §83","NONE ATTACHED — no source document is linked on the site","No","/work/projects/me-to-we + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","She Leads Change — Adolescent girls through the year-long journey","50+","Published with basis stated: counted","since 2017","SOURCE-FACTS §177","NONE ATTACHED — no source document is linked on the site","No","/work/projects (card only) + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","She Leads Change — Girls in the wider Learning Communities cohort","300","Published with basis stated: counted","period not sourced","SOURCE-FACTS §177","NONE ATTACHED — no source document is linked on the site","YES — period not sourced","/work/projects (card only) + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","She Leads Change — Girls recognised by the ELC Bright Promise Award","57","Published with basis stated: counted","in 2018","SOURCE-FACTS §178","NONE ATTACHED — no source document is linked on the site","No","/work/projects (card only) + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Monsoon Wooding — Trees planted in Delhi NCR","~5,000","Published with basis stated: counted","each year","SOURCE-FACTS §95","NONE ATTACHED — no source document is linked on the site","No","/work/campaigns/monsoon-wooding + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Monsoon Wooding — Trees planted and survived","50,000+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §95","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/campaigns/monsoon-wooding + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CityScapes — Walks run","1,000+","Published with basis stated: counted","in two decades","SOURCE-FACTS §168","NONE ATTACHED — no source document is linked on the site","No","/work/journeys/cityscapes + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CityScapes — People on them","100,000+","Published with basis stated: counted","in two decades","SOURCE-FACTS §168","NONE ATTACHED — no source document is linked on the site","No","/work/journeys/cityscapes + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — Journeys organised","60+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §193","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/journeys/gram-anubhav + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — Grassroots partners in the villages themselves","100+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §51","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/journeys/gram-anubhav + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Journeys organised","60+","Published with basis stated: counted","cumulative, no start year sourced","SOURCE-FACTS §190","NONE ATTACHED — no source document is linked on the site","YES — no start year","/work/journeys/naturescapes + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yamuna Yatra — Yatras run","30+","Published with basis stated: counted","since 2004","SOURCE-FACTS §187","NONE ATTACHED — no source document is linked on the site","No","/work/journeys/yamuna-yatra + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yamuna Yatra — Young people through the Yatra","10,000+","Published with basis stated: counted","since 2004","owner 2026-08-22","NONE ATTACHED — no source document is linked on the site","No","/work/journeys/yamuna-yatra + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yamunotsav — Editions, one every June","9","Published with basis stated: counted","2006–2014","owner 2026-08-21","NONE ATTACHED — no source document is linked on the site","No","/work/events (card only) + /impact register","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Out of the Yamuna","6,890 t","NOT VERIFIED — absent from data/work and from /impact's register","TO COLLECT","NOT SOURCED — appears only in the hand-built homepage","NONE","YES — CRITICAL. Source it or withdraw it.","/ (homepage impact band) ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Green infrastructures across schools","100+ / 100+ schools","NOT VERIFIED — absent from data/work and from /impact's register","TO COLLECT","NOT SOURCED — appears only in the hand-built homepage","NONE","YES — CRITICAL. Define 'green infrastructure', source it, or withdraw it.","/ (homepage impact band) ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Years of the paper archive scanned","7 of 27","Verified — 7 real frames, 20 placeholders","2000-2026","Counted from home.html","N/A","Not a defect — an honest gap. Close it by scanning (master sheet F-06).","/ (record band)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trees at Swechha Farm","5,000+","Owner-stated","current","SOURCE-FACTS §200, owner 21 Aug 2026","NONE","No","/farm, / (farm band)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Saplings in the native nursery","20,000","Carried from the frozen homepage","current","home.html band 8","NONE","YES — trace to a farm record rather than to a design file","/farm, /","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cows in the dairy","20","Owner-stated","current","SOURCE-FACTS §200","NONE","No","/farm, /","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Students the farm can sleep","100","Owner-stated","current","owner 22 Aug 2026","NONE","No","/farm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Acres at the farm","5","Owner-stated","current","owner","NONE","No","/farm, /","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Teachers trained","NOT ON SITE","700+ claimed on the old site, unverified","TO COLLECT","old WordPress project page","NONE","YES — collect and verify before publishing","None — the programme has no page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Meals served (Lunchbox 17)","NOT ON SITE","25,000 in a year claimed on the old site, unverified","TO COLLECT","old WordPress project page","NONE","YES — collect and verify","None — the programme has no page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Children into formal schooling (RTE campaign)","NOT ON SITE","150+ claimed on the old site, unverified","2007-","old WordPress project page (Pagdandi / Me to We)","NONE","YES — collect and verify","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
